iter	RMSE
0	38.73048069
1	38.66456425
2	38.59700202
3	38.52765916
4	38.46148344
5	38.40150869
6	38.33447171
7	38.27163038
8	38.21038473
9	38.14382528
10	38.08674155
11	38.02621119
12	37.96521262
13	37.90112806
14	37.8392431
15	37.77801456
16	37.71534752
17	37.65712554
18	37.59802754
19	37.53808177
20	37.47948739
21	37.4198963
22	37.36138305
23	37.30060427
24	37.24231781
25	37.18908668
26	37.12919885
27	37.07365162
28	37.01854467
29	36.96423682
30	36.91822216
31	36.86202048
32	36.80534103
33	36.75439794
34	36.70179689
35	36.65171999
36	36.5994754
37	36.54696948
38	36.49696837
39	36.44621792
40	36.39664284
41	36.34909911
42	36.30058855
43	36.24881113
44	36.20149393
45	36.1509132
46	36.10439293
47	36.05699985
48	36.00644351
49	35.96398662
50	35.91692225
51	35.86916254
52	35.82506068
53	35.77696734
54	35.73525237
55	35.68885423
56	35.64425083
57	35.59840877
58	35.55401608
59	35.5068358
60	35.46335303
61	35.42140875
62	35.37881487
63	35.33664441
64	35.29503043
65	35.25366204
66	35.20983971
67	35.16837859
68	35.1266487
69	35.09072195
70	35.05131234
71	35.0086285
72	34.97207628
73	34.93304973
74	34.89647278
75	34.85643903
76	34.81891218
77	34.78026565
78	34.74392258
79	34.70463612
80	34.66789454
81	34.63112244
82	34.5951875
83	34.5587579
84	34.52103196
85	34.48530191
86	34.45151285
87	34.41347862
88	34.3764476
89	34.3431927
90	34.30709763
91	34.27194325
92	34.23894195
93	34.2050323
94	34.17083508
95	34.13610039
96	34.10446835
97	34.0727808
98	34.04366747
99	34.01161548
100	33.97964918
101	33.94536176
102	33.9096899
103	33.87661498
104	33.84725558
105	33.81661752
106	33.78620694
107	33.75565617
108	33.72480909
109	33.69335248
110	33.6638405
111	33.63260495
112	33.60186931
113	33.57001606
114	33.54065906
115	33.51343641
116	33.48368594
117	33.45393037
118	33.43024332
119	33.40088976
120	33.37167944
121	33.34350618
122	33.31823984
123	33.29579525
124	33.26986355
125	33.24200496
126	33.21446639
127	33.18955715
128	33.16343256
129	33.13793049
130	33.11294631
131	33.08881978
132	33.06400192
133	33.04042365
134	33.01623026
135	32.99027973
136	32.96905329
137	32.94535294
138	32.9199236
139	32.89545921
140	32.87229994
141	32.84735314
142	32.82249096
143	32.79750748
144	32.77587623
145	32.75535489
146	32.73227029
147	32.70954644
148	32.69098235
149	32.6683322
150	32.64412929
151	32.6243288
152	32.60069342
153	32.58051533
154	32.55731832
155	32.53471405
156	32.5138033
157	32.49237012
158	32.47169483
159	32.45328141
160	32.43416079
161	32.41640306
162	32.39483651
163	32.37509716
164	32.3557324
165	32.33510576
166	32.316178
167	32.29535256
168	32.27614687
169	32.25667709
170	32.23578342
171	32.21550985
172	32.19612822
173	32.17733637
174	32.1598783
175	32.14070595
176	32.12257546
177	32.10304343
178	32.08551064
179	32.06712352
180	32.04912463
181	32.03136972
182	32.0138449
183	31.99757254
184	31.97781038
185	31.96258857
186	31.94471262
187	31.92858127
188	31.91163889
189	31.89641913
190	31.88093925
191	31.86392218
192	31.84710718
193	31.83086067
194	31.81522643
195	31.79879902
196	31.78466305
197	31.76821327
198	31.75129326
199	31.73301609
200	31.71837557
201	31.70317383
202	31.68759527
203	31.67565063
204	31.66194971
205	31.64816874
206	31.63227717
207	31.61755198
208	31.60146581
209	31.58649866
210	31.57456225
211	31.55922778
212	31.54497573
213	31.53085426
214	31.518925
215	31.50597038
216	31.49228178
217	31.478597
218	31.46492784
219	31.44848499
220	31.43425868
221	31.42141764
222	31.40760355
223	31.39430804
224	31.38148584
225	31.36935537
226	31.35501357
227	31.34120706
228	31.32782049
229	31.31547914
230	31.30179714
231	31.29003341
232	31.27658156
233	31.26486392
234	31.25287536
235	31.24156283
236	31.22937464
237	31.21557261
238	31.20215486
239	31.18980958
240	31.17736462
241	31.16616312
242	31.15538303
243	31.1449772
244	31.13399813
245	31.12317806
246	31.11147878
247	31.10196769
248	31.0913444
249	31.08099123
250	31.068128
251	31.05430783
252	31.04307322
253	31.03243065
254	31.02017336
255	31.01036565
256	31.00037285
257	30.99197617
258	30.98010656
259	30.97001536
260	30.95921654
261	30.94816141
262	30.93843416
263	30.92736684
264	30.91786222
265	30.90915176
266	30.89802001
267	30.88882901
268	30.87807714
269	30.86774996
270	30.85755107
271	30.84674487
272	30.83816651
273	30.82746152
274	30.81735797
275	30.80746471
276	30.79671608
277	30.78580332
278	30.7763358
279	30.76612861
280	30.75756551
281	30.74923453
282	30.74037234
283	30.73147335
284	30.72157558
285	30.71180172
286	30.70299618
287	30.69364088
288	30.68402366
289	30.67637479
290	30.66786105
291	30.65992151
292	30.65118885
293	30.64256414
294	30.63411467
295	30.62505773
296	30.61688569
297	30.60891694
298	30.59988531
299	30.58983309
300	30.58110215
301	30.57462895
302	30.56761052
303	30.5598885
304	30.55142933
305	30.54289305
306	30.53558663
307	30.52819867
308	30.52065916
309	30.5124548
310	30.50532504
311	30.49706044
312	30.49019703
313	30.48064137
314	30.473344
315	30.46696156
316	30.45932102
317	30.45114976
318	30.44377274
319	30.4364271
320	30.42977242
321	30.42230301
322	30.41513047
323	30.40769925
324	30.40082247
325	30.39242607
326	30.38510793
327	30.37746385
328	30.36991723
329	30.362202
330	30.35487726
331	30.34700304
332	30.33935927
333	30.33080175
334	30.32351222
335	30.31814133
336	30.3122707
337	30.30600748
338	30.29760224
339	30.29044233
340	30.28411907
341	30.27572263
342	30.2692319
343	30.26155571
344	30.25456542
345	30.24893562
346	30.24293129
347	30.23601122
348	30.22978734
349	30.2229513
350	30.21801152
351	30.21085271
352	30.20519029
353	30.19756031
354	30.19234058
355	30.18572781
356	30.18125114
357	30.17490226
358	30.16752423
359	30.16126676
360	30.15538584
361	30.14831025
362	30.14292888
363	30.13724736
364	30.13249513
365	30.12610873
366	30.11802653
367	30.11081298
368	30.10534016
369	30.09723817
370	30.09101988
371	30.08461201
372	30.07914706
373	30.07225479
374	30.06700542
375	30.06341219
376	30.05847949
377	30.05420583
378	30.04915493
379	30.04474356
380	30.04028182
381	30.03552603
382	30.02907253
383	30.0240794
384	30.01778403
385	30.0106424
386	30.00592087
387	30.00165247
388	29.99649495
389	29.9898398
390	29.98407689
391	29.978992
392	29.97588626
393	29.97102194
394	29.96762441
395	29.96109973
396	29.95689622
397	29.95180748
398	29.94458195
399	29.9396576
400	29.93471428
401	29.9292541
402	29.92363633
403	29.91820823
404	29.91284166
405	29.90829231
406	29.90204628
407	29.89529248
408	29.89040818
409	29.88625988
410	29.88038863
411	29.87675005
412	29.87173979
413	29.86795477
414	29.86569994
415	29.86050594
416	29.85745671
417	29.85340852
418	29.84982098
419	29.8464393
420	29.84346862
421	29.83827143
422	29.8329797
423	29.82950314
424	29.8259061
425	29.82061324
426	29.81628785
427	29.81485196
428	29.80988023
429	29.8054233
430	29.80103908
431	29.79822648
432	29.79339807
433	29.79206786
434	29.78755811
435	29.78656063
436	29.78284757
437	29.78158879
438	29.77773842
439	29.77367808
440	29.76941836
441	29.76495781
442	29.76138625
443	29.76011252
444	29.75485624
445	29.74950676
446	29.7461844
447	29.74327589
448	29.73928234
449	29.73660243
450	29.73078526
451	29.7294526
452	29.72657468
453	29.72367584
454	29.71840718
455	29.71495762
456	29.71025657
457	29.70699131
458	29.70324755
459	29.70216492
460	29.69820621
461	29.69357926
462	29.68965549
463	29.68557281
464	29.68064289
465	29.67754259
466	29.67408499
467	29.67040012
468	29.66702709
469	29.66273553
470	29.6588072
471	29.65545443
472	29.65004877
473	29.6459142
474	29.64226374
475	29.63856134
476	29.63487405
477	29.63131989
478	29.62654064
479	29.6214624
480	29.62051404
481	29.61616693
482	29.61300418
483	29.60944828
484	29.6034674
485	29.60128569
486	29.59777279
487	29.59401692
488	29.59277551
489	29.58891388
490	29.58561856
491	29.58326639
492	29.57921867
493	29.57446574
494	29.57152925
495	29.56592048
496	29.56203788
497	29.55776737
498	29.55478375
499	29.55049539
500	29.54616551
501	29.54094956
502	29.53776453
503	29.53424032
504	29.52990621
505	29.52810116
506	29.52453467
507	29.52003476
508	29.51710547
509	29.51421602
510	29.51196236
511	29.50993695
512	29.50589852
513	29.5024306
514	29.49858301
515	29.49511422
516	29.49149939
517	29.49042245
518	29.48822018
519	29.48508331
520	29.48178345
521	29.47735688
522	29.47295979
523	29.46870919
524	29.46489962
525	29.46289884
526	29.45944548
527	29.45529329
528	29.45245901
529	29.44933905
530	29.44499723
531	29.4404475
532	29.43657247
533	29.43339524
534	29.4312564
535	29.42718136
536	29.4239473
537	29.42333285
538	29.42016214
539	29.41732093
540	29.414052
541	29.41069643
542	29.40779125
543	29.40647841
544	29.40095617
545	29.39711566
546	29.39256419
547	29.39030431
548	29.38832824
549	29.38611257
550	29.38032697
551	29.37618553
552	29.37340022
553	29.37141407
554	29.36826177
555	29.36502344
556	29.36095998
557	29.35753
558	29.35467551
559	29.35030765
560	29.34679873
561	29.34211991
562	29.33808274
563	29.3353336
564	29.33149582
565	29.32531369
566	29.32208337
567	29.31719506
568	29.31214907
569	29.31007575
570	29.30471702
571	29.29958879
572	29.29620447
573	29.29315537
574	29.2905643
575	29.28666441
576	29.2819713
577	29.2789959
578	29.27619494
579	29.2731238
580	29.26927244
581	29.26507432
582	29.26223925
583	29.25869331
584	29.256391
585	29.25382612
586	29.25059524
587	29.24692308
588	29.24285208
589	29.23950529
590	29.23782092
591	29.23360306
592	29.23144398
593	29.22948419
594	29.22651569
595	29.22278322
596	29.2175623
597	29.21471799
598	29.21064239
599	29.20787517
600	29.20599013
601	29.20385362
602	29.20158122
603	29.19830447
604	29.19401564
605	29.19024903
606	29.18653058
